City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,mogocha,53.7333,119.7667,-16.68,82,100,2.08,RU,1737842800
354,kegen,43.0197,79.2203,-18.34,73,9,3.92,KZ,1737842802
355,salalah,17.0151,54.0924,20.05,56,0,1.54,OM,1737842803
356,tadine,-21.55,167.8833,27.66,74,100,2.92,NC,1737842804
357,mombetsu,44.3525,143.3525,-1.74,86,100,2.7,JP,1737842805
358,katsuren-haebaru,26.3369,127.8719,18.01,82,20,4.12,JP,1737842806
359,karacoban,39.3492,42.1124,-14.73,95,45,1.92,TR,1737842808
360,carutapera,-1.195,-46.02,24.37,93,98,2.52,BR,1737842809
361,robertsport,6.7533,-11.3686,26.84,86,60,5.23,LR,1737842810
362,guaxupe,-21.3053,-46.7128,19.32,95,92,0.97,BR,1737842811
363,smithers,54.7804,-127.1743,-1.82,80,75,0.0,CA,1737842530
364,pacific grove,36.6177,-121.9166,11.9,88,100,3.6,US,1737842814
365,tenno,39.9,139.9667,3.43,80,50,7.73,JP,1737842815
366,sault ste. marie,46.5168,-84.3333,-0.84,93,100,5.14,CA,1737842816
367,kununurra,-15.7667,128.7333,26.99,94,100,2.06,AU,1737842817
368,brookings,44.3114,-96.7984,-6.01,59,0,10.29,US,1737842610
369,tinajo,29.0788,-13.7081,16.49,67,40,2.06,ES,1737842820
370,charleston,32.7766,-79.9309,10.1,47,0,5.66,US,1737842686
371,kailua-kona,19.6406,-155.9956,28.49,70,0,3.6,US,1737842688
372,mejit,10.2753,170.8646,26.17,70,78,8.75,MH,1737842823
373,daru,-9.0763,143.2092,24.69,95,100,3.91,PG,1737842825
374,coquimbo,-29.9533,-71.3436,19.85,74,0,5.14,CL,1737842826
375,fedorovka,53.6314,62.7078,-13.32,84,100,3.72,KZ,1737842830
376,papao,-17.75,-149.55,30.82,75,2,8.07,PF,1737842832
377,satellite beach,28.1761,-80.5901,17.84,61,75,5.14,US,1737842833
378,posto fiscal rolim de moura,-13.0833,-62.2667,26.52,83,53,1.45,BR,1737842835
379,selfoss,63.9331,-20.9971,1.14,73,100,3.22,IS,1737842836
380,jeremie,18.65,-74.1167,26.35,78,29,1.96,HT,1737842837
381,pader,3.05,33.2167,24.58,39,59,1.44,UG,1737842840
382,nova sintra,14.8667,-24.7167,22.78,76,96,10.92,CV,1737842841
383,betio village,1.358,172.9211,29.02,76,71,7.44,KI,1737842729
384,egilsstadir,65.2653,-14.3948,-1.19,97,100,2.24,IS,1737842843
385,vernon,50.2581,-119.2691,-0.14,70,91,0.54,CA,1737842845
386,ha'il,27.5219,41.6907,9.01,53,0,2.06,SA,1737842846
387,sarina,-21.4333,149.2167,29.59,1,100,3.7,AU,1737842847
388,fethiye,36.6217,29.1164,12.89,80,100,0.82,TR,1737842848
389,zhanibek,49.4167,46.85,-5.14,78,99,0.94,KZ,1737842849
390,dunedin,-45.8742,170.5036,16.56,94,100,0.89,NZ,1737842851
391,asau,46.4333,26.4,1.98,85,13,2.72,RO,1737842852
392,magomeni,-6.8,39.25,25.61,81,27,3.28,TZ,1737842853
393,rio tuba,8.5061,117.4317,25.98,85,99,1.73,PH,1737842854
394,ulety,51.3572,112.4849,-25.59,95,100,1.82,RU,1737842855
395,coahuayana de hidalgo,18.7,-103.6583,29.97,52,63,3.15,MX,1737842857
396,sibenik,43.7272,15.9058,9.65,93,100,2.85,HR,1737842858
397,kitgum,3.2783,32.8867,25.56,36,48,0.93,UG,1737842859
398,lockwood,45.8191,-108.4149,-3.66,56,0,3.09,US,1737842860
399,vila franca do campo,37.7167,-25.4333,17.23,90,100,8.4,PT,1737842862
400,tianfu,37.1936,122.0511,0.33,76,100,1.28,CN,1737842651
401,mount pearl,47.5166,-52.7813,-4.92,79,67,2.68,CA,1737842864
402,katiola,8.1333,-5.1,28.66,29,12,0.77,CI,1737842865
403,lishui,28.4604,119.9103,8.66,92,100,1.68,CN,1737842866
404,sikasso,10.9167,-7.0,27.02,12,31,2.5,ML,1737842868
405,kirensk,57.7853,108.1119,-30.9,99,96,1.81,RU,1737842869
406,tolanaro,-25.0319,46.9987,24.07,95,100,2.69,MG,1737842870
407,freeport,40.6576,-73.5832,-0.53,48,75,5.14,US,1737842871
408,sterling,39.0062,-77.4286,3.32,53,0,3.09,US,1737842872
409,mahibadhoo,3.7833,72.9667,27.06,78,83,4.52,MV,1737842874
410,de queen,34.0379,-94.3413,14.88,47,100,4.92,US,1737842875
411,turbat,26.0023,63.044,15.94,26,0,3.22,PK,1737842876
412,victorica,-36.2151,-65.4359,35.3,13,14,6.23,AR,1737842877
413,okha,53.5739,142.9478,-19.52,99,99,3.44,RU,1737842879
414,alotau,-10.3069,150.4462,28.31,80,100,3.06,PG,1737842880
415,dingwall,57.5953,-4.4272,1.99,88,66,0.85,GB,1737842881
416,hillsboro,45.5229,-122.9898,10.01,38,0,4.12,US,1737842884
417,nushki,29.5542,66.0215,7.86,42,0,0.23,PK,1737842885
418,namtsy,62.7161,129.6658,-34.07,100,99,0.53,RU,1737842886
419,boende,-0.2167,20.8667,23.85,67,48,1.16,CD,1737842887
420,fort abbas,29.1925,72.8536,11.94,9,0,2.34,PK,1737842888
421,tommot,58.9564,126.2925,-28.93,98,85,0.69,RU,1737842890
422,urubamba,-13.3047,-72.1158,12.89,70,79,3.29,PE,1737842891
423,biloela,-24.4167,150.5,26.56,78,76,3.39,AU,1737842892
424,kostyantynivka,48.5277,37.7069,4.03,86,100,2.32,UA,1737842895
425,betare oya,5.6,14.0833,22.81,24,1,1.37,CM,1737842896
426,mumbwa,-14.9783,27.0619,20.53,72,94,0.49,ZM,1737842897
427,constantia,44.1833,28.65,7.61,91,100,2.52,RO,1737842898
428,inari,68.906,27.0288,-9.05,97,98,1.71,FI,1737842900
429,kelowna,49.8831,-119.4857,2.03,70,100,3.6,CA,1737842818
430,laguna,38.421,-121.4238,13.36,67,75,3.6,US,1737842902
431,chernyshevskiy,63.0128,112.4714,-32.72,100,97,2.13,RU,1737842903
432,camajuani,22.4833,-79.75,22.08,73,100,6.17,CU,1737842905
433,roma,43.2128,-75.4557,-4.62,82,100,1.54,US,1737842906
434,nadi,-17.8,177.4167,31.0,58,20,2.57,FJ,1737842853
435,cannonvale,-20.2833,148.7,24.66,75,97,3.94,AU,1737842908
436,homer,59.6425,-151.5483,7.94,69,100,10.28,US,1737842911
437,pilar,-9.5972,-35.9567,25.96,78,13,2.81,BR,1737842912
438,durban,-29.8579,31.0292,23.28,90,3,2.88,ZA,1737842913
439,esmeralda,21.8525,-78.1169,24.38,70,62,6.24,CU,1737842914
440,mangrol,21.1167,70.1167,19.89,44,0,5.06,IN,1737842915
441,urumqi,43.801,87.6005,-25.47,77,75,1.0,CN,1737842917
442,santa isabel,-23.3156,-46.2214,25.61,78,100,1.55,BR,1737842918
443,kyaiklat,16.4333,95.7333,18.62,87,38,2.32,MM,1737842919
444,harrismith,-28.2728,29.1295,14.07,90,7,1.94,ZA,1737842920
445,gaigeturi,33.4644,126.3183,7.92,64,87,7.43,KR,1737842922
446,gadzhiyevo,69.2551,33.3362,-1.84,90,100,5.33,RU,1737842924
447,puerto aysen,-45.4,-72.7,14.95,98,100,2.0,CL,1737842925
448,port augusta,-32.5,137.7667,26.57,28,26,2.23,AU,1737842927
449,hobyo,5.3505,48.5268,23.35,81,89,8.46,SO,1737842928
450,mahina,-17.5065,-149.489,30.87,70,20,8.23,PF,1737842929
451,nadym,65.5333,72.5167,-27.92,100,100,2.7,RU,1737842930
452,cafelandia,-21.8025,-49.61,27.68,61,77,3.55,BR,1737842931
453,corner brook,48.9667,-57.9484,-7.29,87,90,3.42,CA,1737842933
454,kone,-21.0595,164.8658,29.34,71,100,0.8,NC,1737842934
455,taroa,8.7058,171.2275,26.84,73,84,7.98,MH,1737842935
456,sao gabriel da cachoeira,-0.1303,-67.0892,23.43,98,98,1.19,BR,1737842938
457,dubrajpur,23.8,87.3833,13.42,38,0,3.06,IN,1737842939
458,touros,-5.1989,-35.4608,26.85,72,97,5.43,BR,1737842940
459,ola,59.5833,151.2833,-24.92,93,21,2.56,RU,1737842941
460,conde,-7.2597,-34.9075,27.7,78,20,4.63,BR,1737842942
461,ulcinj,41.9294,19.2244,8.88,76,44,2.42,ME,1737842944
462,atherton,53.5237,-2.4935,3.08,72,35,1.79,GB,1737842945
463,xai-xai,-25.0519,33.6442,24.99,89,3,5.43,MZ,1737842946
464,raton,36.9034,-104.4391,1.34,38,0,7.2,US,1737842947
465,magistral'nyy,56.1725,107.4458,-35.79,99,26,1.35,RU,1737842949
466,ballito,-29.539,31.2144,22.4,91,4,2.43,ZA,1737842950
467,takum,7.2667,9.9833,24.86,18,11,1.36,NG,1737842951
468,amboasary,-25.0333,46.3833,24.53,91,100,1.28,MG,1737842952
469,tazacorte,28.629,-17.9293,16.54,88,0,2.68,ES,1737842953
470,castillos,-34.1667,-53.8333,20.7,62,0,3.48,UY,1737842955
471,taltal,-25.4,-70.4833,21.76,71,27,2.95,CL,1737842956
472,novyy urgal,51.0736,132.5642,-26.32,100,100,1.11,RU,1737842958
473,grassau,47.7833,12.45,2.45,78,100,3.05,DE,1737842960
474,dexter,36.7959,-89.9579,8.85,63,99,4.69,US,1737842961
475,aswan,24.0934,32.907,16.99,32,72,3.22,EG,1737842962
476,niafunke,15.9322,-3.9906,26.28,11,49,4.29,ML,1737842963
477,mo i rana,66.3128,14.1428,0.26,64,75,1.03,NO,1737842964
478,plettenberg bay,-34.0527,23.3716,22.06,85,2,1.13,ZA,1737842966
479,surakarta,-7.5561,110.8317,23.83,92,100,2.42,ID,1737842968
480,harper,4.375,-7.7169,26.39,83,24,2.73,LR,1737842969
481,yerofey pavlovich,53.9667,121.9667,-15.86,92,100,1.35,RU,1737842971
482,kayangel,8.0823,134.7173,27.9,73,93,5.03,PW,1737842972
483,ariquemes,-9.9133,-63.0408,24.17,95,81,1.08,BR,1737842974
484,vilhena,-12.7406,-60.1458,24.08,88,78,0.2,BR,1737842830
485,cururupu,-1.8283,-44.8683,23.56,94,76,0.64,BR,1737842977
486,nordholz,53.7833,8.6,2.05,93,75,2.57,DE,1737842978
487,magadan,59.5667,150.8,-23.47,90,15,2.09,RU,1737842979
488,al jawf,29.5,38.75,11.1,45,100,6.01,SA,1737842980
489,sakakah,29.9697,40.2064,9.76,52,95,3.74,SA,1737842982
490,el calafate,-50.3408,-72.2768,15.09,60,96,5.1,AR,1737842983
491,holualoa,19.6228,-155.9522,26.42,70,0,3.6,US,1737842984
492,cabo san lucas,22.8909,-109.9124,24.31,57,0,2.57,MX,1737842766
493,abepura,-2.6333,140.5833,24.45,94,20,1.03,ID,1737842986
494,richards bay,-28.783,32.0377,23.12,94,2,1.51,ZA,1737842988
495,coron,11.9986,120.2043,24.72,90,41,0.4,PH,1737842989
496,kuanda,56.3161,116.0806,-33.7,96,80,0.47,RU,1737842990
497,'ali sabieh,11.1558,42.7125,17.28,89,44,5.73,DJ,1737842991
498,ad dilam,23.9915,47.1627,15.99,44,26,3.37,SA,1737842993
499,rundu,-17.9333,19.7667,20.62,77,100,2.11,NA,1737842994
500,nishinoomote,30.7333,131.0,11.76,66,54,11.33,JP,1737842995
501,beihuaidian,39.2553,117.5583,0.01,97,100,3.31,CN,1737842996
502,mar del plata,-38.0023,-57.5575,23.3,61,0,5.14,AR,1737842999
503,kletnya,53.3897,33.2171,1.22,90,100,4.43,RU,1737843000
504,cuichapa,18.7667,-96.8667,22.81,66,48,2.0,MX,1737843001
505,champerico,14.3,-91.9167,28.57,63,0,5.1,GT,1737843002
506,dwarka,22.2394,68.9678,20.03,48,0,5.31,IN,1737843003
507,okhotsk,59.3833,143.3,-21.39,71,4,7.03,RU,1737843005
508,kenai,60.5544,-151.2583,3.97,99,100,2.57,US,1737843006
509,wuyang,31.9925,116.2472,2.93,97,100,2.26,CN,1737843007
510,datong,40.0936,113.2914,-9.97,57,77,7.26,CN,1737843008
511,talodi,10.6325,30.3797,22.84,16,2,2.7,SD,1737843009
512,bhamo,24.2667,97.2333,13.61,58,0,0.62,MM,1737843011
513,quixeramobim,-5.1992,-39.2928,26.53,69,79,1.64,BR,1737843012
514,yuzhno-kurilsk,44.0306,145.8556,-3.38,88,100,2.86,RU,1737843013
515,happy valley-goose bay,53.3168,-60.3315,-10.86,70,50,4.87,CA,1737843014
516,chandler,33.3062,-111.8412,21.51,7,0,5.14,US,1737842953
517,yatou,37.15,122.3833,0.65,79,100,1.95,CN,1737843017
518,al khums,32.6486,14.2619,15.3,74,100,1.35,LY,1737843018
519,prachuap khiri khan,12.2167,99.75,20.19,72,19,1.26,TH,1737843019
520,paraisopolis,-22.5542,-45.78,20.89,92,95,0.52,BR,1737843020
521,yemetsk,63.4721,41.7941,-0.76,96,100,4.32,RU,1737843022
522,manaure,11.7751,-72.4445,29.91,53,1,9.23,CO,1737843023
523,sar-e pul,35.8333,66.1667,1.08,37,28,4.04,AF,1737843024
524,georgiyevka,43.0369,74.7114,-12.98,92,32,2.0,KZ,1737843025
525,letpandan,17.7833,95.75,17.32,57,0,1.47,MM,1737843027
526,usakos,-22.0,15.6,25.82,50,87,1.91,NA,1737843028
527,waddan,29.1614,16.139,14.92,57,100,1.65,LY,1737843029
528,porto san giorgio,43.1827,13.7934,11.52,77,100,1.9,IT,1737843030
529,igrim,63.1906,64.4162,-10.3,96,100,1.8,RU,1737843031
530,coyhaique,-45.5752,-72.0662,14.08,85,100,2.83,CL,1737843033
531,pacasmayo,-7.4006,-79.5714,23.07,70,23,6.71,PE,1737843034
532,naze,28.3667,129.4833,15.25,70,100,6.96,JP,1737843035
533,baikonur,45.6167,63.3167,-8.93,82,100,4.55,KZ,1737843036
534,heishan,41.6892,122.1128,-5.1,46,100,0.92,CN,1737843037
535,rawson,-43.3002,-65.1023,27.16,24,0,8.75,AR,1737843039
536,batie,9.8833,-2.9167,28.14,17,79,0.2,BF,1737843040
537,whistler,50.1164,-122.9695,2.91,59,0,1.28,CA,1737842907
538,walvis bay,-22.9575,14.5053,19.41,84,97,3.43,NA,1737843042
539,kinzan,36.1031,127.4889,-1.67,91,34,2.18,KR,1737843044
540,qarazhal,48.0078,70.7903,-14.63,65,90,4.59,KZ,1737843045
541,yima,34.7381,111.8839,-3.61,55,85,9.14,CN,1737843046
542,severo-yeniseyskiy,60.3725,93.0408,-20.16,96,100,3.08,RU,1737843047
543,chavusy,53.8075,30.9712,3.5,88,100,6.65,BY,1737843048
544,syktyvkar,61.6764,50.8099,-4.15,93,40,6.0,RU,1737842982
545,kikwit,-5.041,18.8162,22.96,75,98,0.74,CD,1737843051
546,acipayam,37.4239,29.3494,4.6,95,100,0.15,TR,1737843052
547,shenjiamen,29.9576,122.298,8.8,87,100,6.58,CN,1737843053
548,san julian,21.0167,-102.1667,23.15,22,75,2.33,MX,1737843056
549,lubuklinggau,-3.3,102.8667,22.09,97,100,0.61,ID,1737843057
550,sola,-13.8833,167.55,28.35,77,100,6.35,VU,1737843058
551,mohr,54.3528,9.7167,2.97,95,100,2.57,DE,1737843059
552,cua,10.1589,-66.8858,27.82,26,69,1.9,VE,1737843061
553,kourou,5.1552,-52.6478,23.56,90,88,2.92,GF,1737843062
554,puerto lempira,15.2667,-83.7667,26.08,83,40,7.72,HN,1737843063
555,neuquen,-38.9516,-68.0591,31.94,23,0,1.03,AR,1737843064
556,kokopo,-4.352,152.2633,27.2,72,36,1.11,PG,1737843065
557,arkhangel'sk,64.5401,40.5433,0.06,100,100,4.0,RU,1737843067
558,cambria,35.5641,-121.0808,12.36,69,91,2.68,US,1737843068
559,hancheng,32.5186,112.3522,2.87,65,99,3.97,CN,1737843069
560,nelson bay,-32.7167,152.15,24.44,71,100,0.89,AU,1737843070
561,polygyros,40.3744,23.4383,6.68,79,5,2.2,GR,1737843072
562,atar,20.5169,-13.0499,20.98,18,0,4.76,MR,1737843073
563,sabang,5.8933,95.3214,26.7,77,63,1.05,ID,1737843075
564,curup,-3.4667,102.5333,20.13,99,99,0.55,ID,1737843076
565,naron,43.5167,-8.1528,10.83,84,97,6.84,ES,1737843078
566,gudur,14.1333,79.85,18.27,91,46,1.81,IN,1737843079
567,rindge,42.7512,-72.0098,-4.84,62,75,2.24,US,1737843080
568,markala,13.7021,-6.0659,27.81,12,22,4.19,ML,1737843081
569,jinchang,38.4953,102.1739,-11.03,49,1,0.63,CN,1737843082
570,al wajh,26.2455,36.4525,18.97,48,0,2.06,SA,1737843084
571,bukama,-9.2,25.85,19.8,98,95,0.19,CD,1737843085
572,kyosai,34.8503,128.5886,2.63,76,31,7.12,KR,1737843086
573,bariri,-22.0744,-48.7403,23.35,87,80,2.58,BR,1737843087
574,northam,51.0333,-4.2167,3.78,83,53,0.89,GB,1737843089
575,siwa oasis,29.2041,25.5195,16.22,37,0,2.56,EG,1737843090
